Years;Stress;Genotypes;Env;Rep;IBLOCK;CAN;NDF;PH;CH;GFD;GY
2019;FI;09AB_94;2019FI;2;4;28.2;92;119;37.65;32;5.3
2019;FI;09BA_64;2019FI;2;4;24.7;92;109;32.9;30;3.8
2019;FI;09MN_14;2019FI;2;4;26.5;89;95;33.65;31;3.2
2019;FI;09MN_70;2019FI;2;4;24.8;89;95;33.9;29;3.8
2019;FI;09MN_82;2019FI;2;4;26.7;90;99;33.4;30;3.8
2019;FI;09MT_02;2019FI;2;4;28.3;93;116;34.75;32;5.5
2019;FI;09MT_75;2019FI;2;4;24.6;92;118;36;31;4.1
2019;FI;09N2_12;2019FI;2;4;23.8;92;106;33.75;32;3.7
2019;FI;09N6_66;2019FI;2;4;26.2;89;109;33.25;31;3.7
2019;FI;09N6_69;2019FI;2;4;28.3;89;102;34.9;32;3.9
2019;FI;09UT_01;2019FI;2;4;27;90;103;35;29;4.2
2019;FI;09UT_96;2019FI;2;4;24;89;100;35.65;31;3.3
2019;FI;06AB_52;2019FI;2;5;25.8;90;104;34.5;30;3.9
2019;FI;06MN_01;2019FI;2;5;24.4;90;105;33.65;30;3.5
2019;FI;06MN_88;2019FI;2;5;26;90;95;34.9;30;4.4
2019;FI;06MT_57;2019FI;2;5;26.9;91;117;35.15;31;4.8
2019;FI;06MT_82;2019FI;2;5;26.7;91;120;36;30;5.3
2019;FI;06MT_91;2019FI;2;5;27.6;92;119;34.15;30;4.6
2019;FI;06N2_06;2019FI;2;5;27.5;93;116;34.25;33;4.7
2019;FI;06N2_63;2019FI;2;5;25.5;91;104;36.65;31;3.1
2019;FI;06N6_26;2019FI;2;5;25.4;92;109;35.9;31;3.2
2019;FI;06N6_71;2019FI;2;5;28;91;105;32.25;32;3.9
2019;FI;07AB_27;2019FI;2;5;24.2;89;112;33.4;29;3.1
2019;FI;07AB_36;2019FI;2;5;25.7;90;105;35.25;30;3.5
2019;FI;07AB_37;2019FI;2;5;26.4;91;114;35.65;30;4.9
2019;FI;07AB_53;2019FI;2;5;24.7;92;113;36.4;31;4.8
2019;FI;07AB_77;2019FI;2;5;24.7;95;119;35.75;31;5.1
2019;FI;07BA_18;2019FI;2;5;24.3;90;102;33.25;31;3.5
2019;FI;07BA_22;2019FI;2;5;27.1;88;103;35.75;30;3.6
2019;FI;07BA_45;2019FI;2;5;24.8;89;101;34.15;29;3.9
2019;FI;07BA_84;2019FI;2;5;27.6;93;116;37.75;32;4.3
2019;FI;07BA_96;2019FI;2;5;26.1;92;117;35.65;31;5.1
2019;FI;07MN_35;2019FI;2;5;24.5;89;105;35.4;30;2.7
2019;FI;07MT_21;2019FI;2;5;28.1;92;114;35.25;32;5.3
2019;FI;07N2_43;2019FI;2;5;24.9;91;110;36.65;32;4.1
2019;FI;07UT_48;2019FI;2;5;28;93;113;37.15;31;3.8
2019;FI;07UT_96;2019FI;2;5;25.7;90;110;33.9;31;4.8
2019;FI;08BA_13;2019FI;2;5;26.9;90;114;34.4;31;5.7
2019;FI;08BA_87;2019FI;2;5;26;92;112;35.9;31;4.2
2019;FI;08MT_63;2019FI;2;5;28.5;92;121;36.25;32;5
2019;FI;08N2_73;2019FI;2;5;24.2;92;102;36;32;4
2019;FI;08N6_30;2019FI;2;5;28.1;89;108;32.5;31;3
2019;FI;08N6_84;2019FI;2;5;27.7;93;116;33;31;4.3
2019;FI;08N6_87;2019FI;2;5;26.8;90;103;32.4;31;2.8
2019;FI;08WA_30;2019FI;2;5;26.2;93;113;35.5;30;4.8
2019;FI;08WA_86;2019FI;2;5;25.2;92;112;36;32;4.7
2019;FI;09AB_66;2019FI;2;5;25.9;91;125;36.25;30;4.8
2019;FI;09MT_55;2019FI;2;5;26;93;115;35.4;31;5.1
2019;FI;09MT_78;2019FI;2;5;25.2;92;117;35.4;30;4.6
2019;FI;09N2_36;2019FI;2;5;23.9;92;106;33.5;32;4.5
2019;FI;09N2_74;2019FI;2;5;28.9;92;122;37;32;4.9
2019;FI;09UT_27;2019FI;2;5;26.1;93;112;33.25;31;5
2019;FI;09WA_19;2019FI;2;5;25.4;91;113;38.15;32;5.1
2019;FI;09WA_50;2019FI;2;5;24.9;90;122;35.25;29;4.6
2019;FI;09WA_55;2019FI;2;5;25.1;90;109;36.9;30;4.8
2019;FI;06AB_01;2019FI;2;6;24.5;93;111;36.25;30;4.5
2019;FI;06AB_08;2019FI;2;6;27.6;94;110;35.75;33;5.4
2019;FI;06AB_84;2019FI;2;6;26.4;91;102;35;30;3.6
2019;FI;06MN_05;2019FI;2;6;27.1;90;100;35.5;30;3.8
2019;FI;06MN_14;2019FI;2;6;26.6;89;103;32.65;30;4.3
2019;FI;06MN_38;2019FI;2;6;26.1;90;101;34.65;30;3.8
2019;FI;06MN_43;2019FI;2;6;25.7;90;97;33.9;30;3.9
2019;FI;06MT_20;2019FI;2;6;25.9;91;117;36.75;31;4.8
2019;FI;06N2_37;2019FI;2;6;25.6;92;113;34.65;31;3.7
2019;FI;06N2_66;2019FI;2;6;24.5;91;104;34.5;32;3.9
2019;FI;06N6_76;2019FI;2;6;24.7;88;101;32;30;3.2
2019;FI;06N6_84;2019FI;2;6;24.6;89;101;32.4;31;3.3
2019;FI;06N6_88;2019FI;2;6;27.4;89;110;31.5;32;3.3
2019;FI;06WA_29;2019FI;2;6;26.5;91;117;36.15;31;4.8
2019;FI;06WA_57;2019FI;2;6;28.2;92;121;35.4;29;5.4
2019;FI;07AB_10;2019FI;2;6;26.9;89;103;33.9;30;3.3
2019;FI;07BA_89;2019FI;2;6;23.4;92;110;37.75;30;4.7
2019;FI;07MN_20;2019FI;2;6;26.3;89;98;35.25;31;3.2
2019;FI;07MN_49;2019FI;2;6;25.7;90;102;33.9;29;4.1
2019;FI;07MN_96;2019FI;2;6;25.9;90;104;34.15;30;3.5
2019;FI;07UT_36;2019FI;2;6;27.4;92;115;36.25;29;3.9
2019;FI;07WA_16;2019FI;2;6;25.1;90;120;36.25;33;4.8
2019;FI;08AB_67;2019FI;2;6;24.7;89;102;35.15;29;4.1
2019;FI;08BA_30;2019FI;2;6;26.3;91;109;33.15;31;5.1
2019;FI;08BA_51;2019FI;2;6;26.9;89;102;35.15;30;3.8
2019;FI;08MN_34;2019FI;2;6;24.8;89;100;35;31;3.5
2019;FI;08MT_06;2019FI;2;6;25.7;92;109;35.5;30;5.3
2019;FI;08MT_25;2019FI;2;6;29;92;108;35.5;33;4.7
2019;FI;08MT_36;2019FI;2;6;28.1;92;100;33.65;30;5.2
2019;FI;08MT_84;2019FI;2;6;25;90;111;35.65;33;4.2
2019;FI;08MT_91;2019FI;2;6;25.4;92;117;35.75;32;4.1
2019;FI;08N2_12;2019FI;2;6;27;91;114;35.75;29;3.2
2019;FI;08N6_38;2019FI;2;6;28.1;88;103;33;33;3.8
2019;FI;08N6_56;2019FI;2;6;26.7;91;116;34.75;32;4.1
2019;FI;08UT_85;2019FI;2;6;25.5;92;118;36.15;30;4
2019;FI;09AB_15;2019FI;2;6;25.8;92;121;37.15;32;4.7
2019;FI;09AB_48;2019FI;2;6;25;91;107;35.15;33;3.9
2019;FI;09BA_36;2019FI;2;6;26.5;91;105;34.4;30;4.3
2019;FI;09BA_56;2019FI;2;6;27.6;90;104;35;32;4.1
2019;FI;09N2_21;2019FI;2;6;25.6;93;107;36.9;34;5.4
2019;FI;09N2_73;2019FI;2;6;26.6;92;112;36.15;32;3.8
2019;FI;09N6_33;2019FI;2;6;27.5;90;104;33.5;31;3.7
2019;FI;09WA_39;2019FI;2;6;26.5;93;116;34;31;5.5
2019;FI;06AB_15;2019FI;2;7;26;94;110;36.25;31;5.1
2019;FI;06AB_58;2019FI;2;7;26.5;91;109;36.65;30;3.7
2019;FI;06AB_89;2019FI;2;7;26.1;89;98;34.4;30;3.7
2019;FI;06BA_16;2019FI;2;7;25.3;89;97;35.75;31;3.7
2019;FI;06MN_10;2019FI;2;7;25.3;90;105;34;31;3.7
2019;FI;06MT_67;2019FI;2;7;23.4;91;113;35.5;30;5
2019;FI;06MT_69;2019FI;2;7;27.8;92;122;37.15;32;5.3
2019;FI;06MT_78;2019FI;2;7;28.3;92;126;37.5;31;4.8
2019;FI;06N6_34;2019FI;2;7;26.4;91;98;32.9;31;4.1
2019;FI;06N6_38;2019FI;2;7;27.4;90;101;33.75;30;3.5
2019;FI;06N6_59;2019FI;2;7;27.8;90;106;34.65;31;3.5
2019;FI;06WA_25;2019FI;2;7;25.7;94;112;35.75;31;4.2
2019;FI;06WA_38;2019FI;2;7;28;91;106;37.25;31;5.1
2019;FI;06WA_93;2019FI;2;7;28.2;91;105;36.75;34;5.1
2019;FI;07BA_27;2019FI;2;7;26.2;90;106;34.25;31;3.8
2019;FI;07BA_51;2019FI;2;7;27.1;93;115;35.15;32;4.9
2019;FI;07BA_64;2019FI;2;7;27.2;92;113;35.25;32;5
2019;FI;07MT_50;2019FI;2;7;25.6;91;119;36.65;30;4.9
2019;FI;07N6_22;2019FI;2;7;28.7;89;106;34.15;32;3.5
2019;FI;07N6_60;2019FI;2;7;28;90;109;36.5;32;4
2019;FI;07UT_56;2019FI;2;7;26.1;92;117;36.4;29;4.1
2019;FI;07UT_71;2019FI;2;7;29.1;93;118;37.4;30;3.6
2019;FI;08AB_45;2019FI;2;7;27;92;110;37.9;32;5.4
2019;FI;08MN_49;2019FI;2;7;26.2;89;101;35.15;30;3.8
2019;FI;08MN_51;2019FI;2;7;25.9;90;103;34.65;29;3.7
2019;FI;08MN_88;2019FI;2;7;25.5;90;98;33.75;29;3.6
2019;FI;08MT_61;2019FI;2;7;27.7;92;117;36;30;5
2019;FI;08MT_68;2019FI;2;7;26;94;119;36.5;32;5.9
2019;FI;08MT_93;2019FI;2;7;26;92;113;36.5;32;4.9
2019;FI;08MT_95;2019FI;2;7;24.9;90;109;37.75;30;5.1
2019;FI;08N2_80;2019FI;2;7;25.2;91;101;34.4;30;3.5
2019;FI;08UT_19;2019FI;2;7;27.8;93;123;35.75;31;5.2
2019;FI;08UT_54;2019FI;2;7;27.5;90;115;36.15;30;4.9
2019;FI;08UT_79;2019FI;2;7;27.8;94;123;36.65;31;4.4
2019;FI;08UT_80;2019FI;2;7;24.5;93;115;36.15;30;4.3
2019;FI;09BA_95;2019FI;2;7;26;94;117;36.65;31;5.5
2019;FI;09N2_09;2019FI;2;7;26;92;114;35.65;32;4.3
2019;FI;09N2_39;2019FI;2;7;24.4;92;114;34.5;32;3.2
2019;FI;09UT_05;2019FI;2;7;27.3;90;117;35;30;4.2
2019;FI;09UT_14;2019FI;2;7;26.6;89;109;35;31;4
2019;FI;09UT_89;2019FI;2;7;24.4;89;94;33.5;30;4.1
2019;FI;09WA_15;2019FI;2;7;26.1;90;118;36.65;30;4.8
2019;FI;09WA_64;2019FI;2;7;26.2;90;119;36.25;31;5.2
2019;FI;06AB_68;2019FI;2;8;26.3;89;109;32.5;30;4
2019;FI;06MN_62;2019FI;2;8;27;90;93;34.65;29;3.9
2019;FI;06MT_26;2019FI;2;8;25.1;91;121;35.5;32;4.6
2019;FI;06N6_27;2019FI;2;8;24.6;90;105;34.15;30;3.4
2019;FI;06N6_94;2019FI;2;8;26.1;90;109;32.65;31;3.9
2019;FI;06WA_53;2019FI;2;8;27.3;92;110;36.25;30;4.1
2019;FI;07AB_16;2019FI;2;8;26.9;91;113;35.5;30;3
2019;FI;07BA_14;2019FI;2;8;27.2;90;109;35.15;31;3.8
2019;FI;07BA_24;2019FI;2;8;26.3;91;107;34.4;29;3.2
2019;FI;07BA_41;2019FI;2;8;27;89;105;36.4;31;3.4
2019;FI;07BA_52;2019FI;2;8;28.4;91;113;35.9;31;4.6
2019;FI;07BA_80;2019FI;2;8;28;93;121;35.5;32;5
2019;FI;07MN_33;2019FI;2;8;25.5;89;98;34.9;31;4
2019;FI;07MN_39;2019FI;2;8;25.4;90;97;34.65;30;3.5
2019;FI;07MN_88;2019FI;2;8;27.4;90;101;36.25;30;3.2
2019;FI;07MT_43;2019FI;2;8;25.9;93;112;36.25;31;5.3
2019;FI;07MT_94;2019FI;2;8;23.9;93;118;35.25;31;5.1
2019;FI;07UT_83;2019FI;2;8;26.5;93;118;34.75;32;5.8
2019;FI;07UT_93;2019FI;2;8;28.1;92;117;34.9;31;4.8
2019;FI;07WA_38;2019FI;2;8;26.3;92;104;36.9;30;4.7
2019;FI;08AB_06;2019FI;2;8;27.7;92;123;33.75;33;5.2
2019;FI;08AB_49;2019FI;2;8;26.3;91;109;33.75;31;3
2019;FI;08BA_02;2019FI;2;8;24.7;90;110;38;30;5.1
2019;FI;08BA_14;2019FI;2;8;27.4;92;116;35.5;30;4.5
2019;FI;08BA_58;2019FI;2;8;26.2;92;109;34.4;31;4.1
2019;FI;08BA_62;2019FI;2;8;25.8;90;102;33.5;29;2.9
2019;FI;08MN_30;2019FI;2;8;23.9;90;106;35.4;31;4.1
2019;FI;08MN_41;2019FI;2;8;25.1;89;103;36.4;30;3.4
2019;FI;08MT_17;2019FI;2;8;25.9;92;116;36.15;31;4.9
2019;FI;08N2_07;2019FI;2;8;26.3;92;112;36.15;31;5.2
2019;FI;08N6_02;2019FI;2;8;27.9;91;105;35.75;32;3.5
2019;FI;08N6_05;2019FI;2;8;26.9;89;114;36.15;31;4.5
2019;FI;08N6_09;2019FI;2;8;25.4;89;101;34.25;31;3.6
2019;FI;08N6_88;2019FI;2;8;27.4;91;108;32.75;31;3.6
2019;FI;08N6_91;2019FI;2;8;25.2;88;99;34.15;31;3.8
2019;FI;09AB_74;2019FI;2;8;25.6;91;113;35.9;30;4.3
2019;FI;09MT_08;2019FI;2;8;23.7;91;125;35.15;31;4.1
2019;FI;09N2_16;2019FI;2;8;25.3;92;124;35.75;31;4.4
2019;FI;09N2_24;2019FI;2;8;25.6;91;111;37;32;3.6
2019;FI;09N6_21;2019FI;2;8;26.2;90;109;32.25;30;4.1
2019;FI;09UT_44;2019FI;2;8;26.7;90;114;35.5;32;5.3
2019;FI;09WA_29;2019FI;2;8;28.6;93;120;38.25;30;5.8
2019;FI;GIZA132;2019FI;2;8;25.25;94;100;42.3;27;7.4
2019;FI;06AB_55;2019FI;2;9;27.2;91;105;35.75;32;4.1
2019;FI;06AB_66;2019FI;2;9;26.9;90;100;35.25;29;3.8
2019;FI;06BA_30;2019FI;2;9;29.1;90;103;34;32;4.7
2019;FI;06MT_44;2019FI;2;9;26.7;93;122;34.65;31;4.2
2019;FI;06N2_16;2019FI;2;9;24.3;91;106;34.15;31;3.4
2019;FI;06N2_93;2019FI;2;9;24.5;92;113;36.75;30;3.8
2019;FI;06N2_94;2019FI;2;9;25.8;91;111;36.25;31;4.5
2019;FI;06N6_66;2019FI;2;9;26.6;89;103;32.9;31;3.6
2019;FI;07AB_03;2019FI;2;9;27.3;90;110;34.5;33;3.8
2019;FI;07AB_14;2019FI;2;9;28;91;119;33.5;31;3.9
2019;FI;07AB_17;2019FI;2;9;28.5;90;96;33.5;32;3.5
2019;FI;07MN_42;2019FI;2;9;27.4;90;99;35;30;4
2019;FI;07MN_85;2019FI;2;9;26.7;89;102;34.15;29;3.3
2019;FI;07N2_31;2019FI;2;9;24.4;92;110;37.15;32;4
2019;FI;07N2_38;2019FI;2;9;27.5;92;105;36.4;32;4.1
2019;FI;07UT_14;2019FI;2;9;26.3;91;116;35.5;30;4.5
2019;FI;07UT_44;2019FI;2;9;25.3;92;109;37.4;31;3.9
2019;FI;07UT_88;2019FI;2;9;27.6;89;105;38.4;31;5
2019;FI;08AB_24;2019FI;2;9;24.9;90;108;34.5;31;4.8
2019;FI;08BA_95;2019FI;2;9;26.3;92;117;33.75;32;5.3
2019;FI;08MT_69;2019FI;2;9;24.7;90;115;36.5;31;5.2
2019;FI;08N2_44;2019FI;2;9;27.5;92;110;33.5;33;4.1
2019;FI;08N6_04;2019FI;2;9;25.5;92;108;34.4;32;3.7
2019;FI;08N6_21;2019FI;2;9;26.4;89;106;33.4;31;3.5
2019;FI;08N6_35;2019FI;2;9;25.9;90;101;31.15;31;3.1
2019;FI;08N6_61;2019FI;2;9;28.6;90;102;33;33;4.3
2019;FI;08N6_90;2019FI;2;9;26.3;91;115;35.75;32;4.4
2019;FI;08UT_01;2019FI;2;9;27.2;91;109;34.4;30;5.3
2019;FI;08UT_10;2019FI;2;9;28.1;90;108;34.5;29;4.9
2019;FI;08UT_24;2019FI;2;9;28;92;106;35.75;31;4.8
2019;FI;08WA_28;2019FI;2;9;21.55;88;72;32;27;3.9
2019;FI;08WA_57;2019FI;2;9;25.4;92;112;37.4;31;5.6
2019;FI;08WA_90;2019FI;2;9;25.6;91;101;35.75;30;3.7
2019;FI;09BA_68;2019FI;2;9;26.7;93;118;36.25;33;5.6
2019;FI;09BA_94;2019FI;2;9;25.2;91;120;37;32;5.3
2019;FI;09MN_05;2019FI;2;9;25.4;88;104;34.5;31;4
2019;FI;09N2_29;2019FI;2;9;23.4;92;106;34.75;31;3.8
2019;FI;09N2_33;2019FI;2;9;27.8;92;113;34.65;32;5.2
2019;FI;09N2_55;2019FI;2;9;22.9;92;113;34.9;29;3.9
2019;FI;09N2_63;2019FI;2;9;25.2;90;109;36.25;31;4.3
2019;FI;09N6_73;2019FI;2;9;27;91;97;33.65;32;4.3
2019;FI;09UT_33;2019FI;2;9;27.8;93;112;34.25;31;5.3
2019;FI;09WA_30;2019FI;2;9;26.3;91;110;36.75;32;5.2
2019;FI;06MN_31;2019FI;2;10;25.9;88;96;36;29;3.9
2019;FI;06MN_80;2019FI;2;10;25.1;90;100;35;29;3.4
2019;FI;06MT_29;2019FI;2;10;26.1;91;114;35.5;29;4.6
2019;FI;06N2_96;2019FI;2;10;27;91;114;32.15;32;4.3
2019;FI;06N6_62;2019FI;2;10;27;92;109;36;32;3.8
2019;FI;06N6_90;2019FI;2;10;25.4;89;101;31.9;31;3
2019;FI;07AB_13;2019FI;2;10;30.3;89;102;34.15;32;4.1
2019;FI;07AB_29;2019FI;2;10;25.6;89;114;35.9;30;3.7
2019;FI;07AB_66;2019FI;2;10;28;93;126;37.75;32;5.5
2019;FI;07BA_11;2019FI;2;10;24.5;89;100;36.25;31;3.7
2019;FI;07BA_86;2019FI;2;10;28;93;126;36;31;5.5
2019;FI;07MN_94;2019FI;2;10;27;91;114;32.5;31;3.6
2019;FI;07MT_10;2019FI;2;10;27.7;91;119;32.9;33;4.4
2019;FI;07MT_80;2019FI;2;10;28.3;90;112;34.65;31;5.2
2019;FI;07N2_50;2019FI;2;10;23.9;92;110;34.5;31;4
2019;FI;07N2_75;2019FI;2;10;26.2;91;110;35;30;3.4
2019;FI;07N6_69;2019FI;2;10;29.1;89;102;31.4;32;3.3
2019;FI;07UT_26;2019FI;2;10;25.3;91;118;37.25;30;5.2
2019;FI;07UT_55;2019FI;2;10;26.2;91;130;36.75;31;4.6
2019;FI;07WA_23;2019FI;2;10;24.4;88;115;35.9;30;4.7
2019;FI;08BA_43;2019FI;2;10;25.8;89;103;33.65;30;4.2
2019;FI;08BA_44;2019FI;2;10;25;89;110;36.75;32;3.8
2019;FI;08BA_82;2019FI;2;10;27.4;93;116;36.65;33;4.9
2019;FI;08MN_78;2019FI;2;10;24.9;89;99;33.65;29;3.5
2019;FI;08N6_93;2019FI;2;10;26.3;90;110;35.65;32;3.7
2019;FI;08N6_94;2019FI;2;10;24.5;90;114;35.4;31;4
2019;FI;08UT_56;2019FI;2;10;26.7;91;114;35.4;29;3.9
2019;FI;08WA_25;2019FI;2;10;27.8;92;114;35.75;30;4.9
2019;FI;09AB_25;2019FI;2;10;23.6;93;114;36.75;32;4.8
2019;FI;09BA_89;2019FI;2;10;27.2;93;103;34.65;32;5.3
2019;FI;09MN_64;2019FI;2;10;24.6;91;104;36.25;30;3.9
2019;FI;09MT_16;2019FI;2;10;24.1;93;119;35.75;31;5.1
2019;FI;09MT_94;2019FI;2;10;27;94;118;34.65;31;4.8
2019;FI;09N2_03;2019FI;2;10;25.5;93;115;35.15;32;3.7
2019;FI;09N2_82;2019FI;2;10;24.8;91;107;35.25;30;3.7
2019;FI;09N6_59;2019FI;2;10;26.7;90;107;35.5;31;4.1
2019;FI;09UT_13;2019FI;2;10;25.2;89;104;36;30;3.8
2019;FI;09UT_24;2019FI;2;10;28.6;92;129;41;33;5.3
2019;FI;09UT_47;2019FI;2;10;25.7;91;105;34.15;31;5.6
2019;FI;09WA_43;2019FI;2;10;27.3;92;112;35.5;30;4.5
2019;FI;09WA_52;2019FI;2;10;28.2;91;114;36.15;30;4.6
2019;FI;09WA_71;2019FI;2;10;23;91;100;35.5;30;3.8
2019;FI;GIZA134;2019FI;2;10;25.85;96;101;43.9;27;6.9
2020;DI;06AB_24;2020DI;1;1;31.7;85;88;27.4;27;3.2
2020;DI;06AB_62;2020DI;1;1;29.35;83;88;26.75;26;2.72
2020;DI;06AB_84;2020DI;1;1;30.75;84;86;28.85;27;3.2
2020;DI;06MN_38;2020DI;1;1;29.85;83;86;27.5;26;2.72
2020;DI;06MT_01;2020DI;1;1;28.65;82;99;27.6;27;2.96
2020;DI;06MT_31;2020DI;1;1;32.1;85;86;27.15;27;3.2
2020;DI;06N2_94;2020DI;1;1;28.4;85;95;29.25;27;2.88
2020;DI;06N6_66;2020DI;1;1;27.8;84;93;26.25;26;2.8
2020;DI;06N6_69;2020DI;1;1;26.2;82;91;26.25;26;2.88
2020;DI;07AB_15;2020DI;1;1;28.05;84;91;26.85;26;3.44
2020;DI;07AB_17;2020DI;1;1;28.95;83;83;27.75;26;2.56
2020;DI;07AB_36;2020DI;1;1;26.6;83;86;25.65;27;2.88
2020;DI;07BA_84;2020DI;1;1;30.95;84;95;26;26;3.04
2020;DI;07MN_39;2020DI;1;1;28.15;83;86;26.85;26;2.48
2020;DI;07MN_85;2020DI;1;1;30.25;83;89;27.9;26;2.96
2020;DI;07UT_26;2020DI;1;1;30.3;83;91;27.4;26;3.2
2020;DI;07WA_29;2020DI;1;1;28.15;82;95;28.15;27;3.28
2020;DI;08AB_49;2020DI;1;1;27;83;96;28.25;26;3.76
2020;DI;08BA_64;2020DI;1;1;30.9;83;93;27.9;26;3.12
2020;DI;08MN_34;2020DI;1;1;31.3;83;88;27.65;27;2.96
2020;DI;08MN_51;2020DI;1;1;29.25;82;86;27.15;26;2.8
2020;DI;08MN_67;2020DI;1;1;28.8;82;80;25.65;26;2.64
2020;DI;08MT_06;2020DI;1;1;29.75;84;97;26.85;26;3.12
2020;DI;08MT_17;2020DI;1;1;31.85;85;90;27;27;3.28
2020;DI;08MT_63;2020DI;1;1;29.45;85;88;27;27;3.52
2020;DI;08MT_77;2020DI;1;1;30.4;85;96;29.9;26;3.44
2020;DI;08N6_05;2020DI;1;1;28.95;84;91;28.4;26;3.6
2020;DI;08N6_18;2020DI;1;1;27;84;90;26.6;26;3.44
2020;DI;08N6_52;2020DI;1;1;28.25;83;93;28.15;27;4.08
2020;DI;08N6_56;2020DI;1;1;29.2;83;90;28.35;26;4
2020;DI;08N6_61;2020DI;1;1;28.65;83;87;27.1;26;3.84
2020;DI;08UT_79;2020DI;1;1;30.15;84;92;29.9;26;3.92
2020;DI;08UT_80;2020DI;1;1;29.35;83;90;27.85;26;3.52
2020;DI;08WA_28;2020DI;1;1;34.3;87;126;33.9;29;3.92
2020;DI;09MN_50;2020DI;1;1;29.7;82;88;28;26;3.28
2020;DI;09MT_08;2020DI;1;1;28.95;84;92;29.65;26;3.2
2020;DI;09N2_03;2020DI;1;1;31.55;83;95;27.25;26;3.28
2020;DI;09N2_24;2020DI;1;1;27.75;84;89;25.65;26;2.32
2020;DI;09N6_21;2020DI;1;1;29.35;83;89;26.25;26;2.96
2020;DI;09UT_35;2020DI;1;1;29.7;85;96;29.25;27;4.16
2020;DI;09UT_45;2020DI;1;1;28.95;84;90;27.35;26;3.28
2020;DI;09WA_52;2020DI;1;1;30.8;82;92;28.15;27;3.28
2020;DI;GIZA136;2020DI;1;1;28.25;76;110;36.7;26;2.16
2020;DI;06AB_55;2020DI;1;2;28.05;83;90;27.4;27;3.52
2020;DI;06BA_16;2020DI;1;2;27.9;83;82;26;26;2.88
2020;DI;06MN_25;2020DI;1;2;29.6;83;91;29.65;26;3.44
2020;DI;06MT_49;2020DI;1;2;30.5;84;89;27.85;27;3.2
2020;DI;06N2_16;2020DI;1;2;28.4;83;87;26.85;27;2.24
2020;DI;06N6_26;2020DI;1;2;30.65;83;92;28.1;25;3.04
2020;DI;06N6_49;2020DI;1;2;27.9;83;84;28.4;26;3.12
2020;DI;06WA_63;2020DI;1;2;28.4;84;90;28.6;27;3.44
2020;DI;07AB_03;2020DI;1;2;27.25;84;95;26.4;27;3.84
2020;DI;07MN_94;2020DI;1;2;28.4;83;88;29.6;27;2.88
2020;DI;07MT_43;2020DI;1;2;31.05;84;89;27.6;27;3.28
2020;DI;07MT_80;2020DI;1;2;28.4;83;88;29;26;2.72
2020;DI;07N2_08;2020DI;1;2;30.1;83;88;29.75;26;3.12
2020;DI;07N2_78;2020DI;1;2;28;83;91;27.1;26;2.8
2020;DI;07N6_69;2020DI;1;2;29.75;83;87;28.25;26;3.2
2020;DI;07UT_92;2020DI;1;2;29.05;83;90;28.75;26;3.2
2020;DI;07WA_06;2020DI;1;2;29.2;82;96;27.25;27;3.12
2020;DI;08AB_20;2020DI;1;2;29.1;83;87;30.1;26;3.28
2020;DI;08AB_93;2020DI;1;2;28.3;82;89;26.35;26;3.28
2020;DI;08BA_62;2020DI;1;2;27.2;83;80;25.25;26;2.96
2020;DI;08MN_14;2020DI;1;2;30.25;83;89;28.25;26;3.28
2020;DI;08MT_07;2020DI;1;2;29.2;84;89;27.25;26;3.12
2020;DI;08MT_25;2020DI;1;2;30.4;85;92;27.1;26;2.64
2020;DI;08N2_37;2020DI;1;2;27;84;87;27.85;27;3.04
2020;DI;08N2_73;2020DI;1;2;30.75;83;90;27.9;25;2.8
2020;DI;08N6_02;2020DI;1;2;30.15;84;87;28.6;26;3.04
2020;DI;08N6_21;2020DI;1;2;29.25;83;87;27.75;26;3.2
2020;DI;08N6_30;2020DI;1;2;29.5;84;88;26.1;26;3.36
2020;DI;08N6_91;2020DI;1;2;28.55;83;86;30.25;26;2.8
2020;DI;08UT_19;2020DI;1;2;31.35;84;99;29.9;27;4
2020;DI;08UT_54;2020DI;1;2;29.1;83;83;27.15;26;3.76
2020;DI;09AB_89;2020DI;1;2;29.85;85;99;27.4;26;3.76
2020;DI;09BA_61;2020DI;1;2;29.2;83;89;29.65;27;3.36
2020;DI;09BA_89;2020DI;1;2;31.2;84;89;25.6;27;2.88
2020;DI;09MN_08;2020DI;1;2;28.4;83;89;26.85;26;3.04
2020;DI;09MN_19;2020DI;1;2;29.7;82;83;28;26;2.8
2020;DI;09MN_70;2020DI;1;2;28.3;82;85;26.6;26;2.4
2020;DI;09N2_18;2020DI;1;2;26.45;84;91;25.85;26;2.16
2020;DI;09UT_13;2020DI;1;2;27.35;83;86;28.85;27;2.8
2020;DI;09UT_14;2020DI;1;2;25.1;84;89;28.15;26;3.68
2020;DI;09UT_96;2020DI;1;2;27.6;82;83;27;27;2.56
2020;DI;09WA_50;2020DI;1;2;28.85;83;93;29.25;26;3.12
2020;DI;09WA_64;2020DI;1;2;28;84;87;29.4;27;3.2
2020;DI;06BA_30;2020DI;1;3;29.05;83;89;30.6;26;2.88
2020;DI;06MN_33;2020DI;1;3;29.1;83;88;27.15;26;3.12
2020;DI;06MT_57;2020DI;1;3;29.85;83;94;29.1;27;2.8
2020;DI;06MT_82;2020DI;1;3;29.25;82;93;27.65;27;2.8
2020;DI;06N2_06;2020DI;1;3;30.5;83;90;29.65;26;2.64
2020;DI;06N2_17;2020DI;1;3;31.05;81;86;26.5;25;3.12
